怪物id,怪物类型,怪物名称,怪物等级,怪物血条数量,怪物头像,怪物模型,属性,绝对生命值（每次受到伤害只扣除1点生命值）,属性,属性,属性,血条位置,模型百分比,能否被击退,AI类型,心跳
23415,2,精英钳虫,150,15,,4516,201933339,0,9551274,0,0,180,130,,,
23416,2,精英跳跳蜂,150,15,,4525,202093339,0,9558674,0,0,140,150,,,
23417,2,精英钳虫,150,15,,4516,202253339,0,9566074,0,0,180,130,,,
23418,2,精英邪恶钳虫,150,15,,4534,202413339,0,9573474,0,0,180,135,,,
23419,2,精英钳虫,150,15,,4516,202573339,0,9580874,0,0,180,130,,,
23420,2,精英邪恶钳虫,150,15,,4534,202733339,0,9588274,0,0,180,135,,,
23421,2,触龙神,150,15,,4603,202893339,0,9595674,0,0,240,95,,,
23422,2,精英威思而小虫,150,15,,4526,203053339,0,9603074,0,0,120,200,,,
23423,2,精英狼,150,15,,4500,203213339,0,9610474,0,0,120,150,,,
23424,2,精英巨型多角虫,150,15,,4637,203373339,0,9617874,0,0,140,120,,,
23425,2,精英红色恶猪,150,15,,4652,203533339,0,9625274,0,0,180,130,,,
23426,2,精英黑色恶猪,150,20,,4651,203693339,0,9632674,0,0,180,130,,,
23427,2,精英蝎蛇,150,20,,4518,203853339,0,9640074,0,0,140,150,,,
23428,2,精英黑色恶蛆,150,20,,4636,204013339,0,9647474,0,0,120,150,,,
23429,2,精英蝎蛇,150,20,,4518,204173339,0,9654874,0,0,140,150,,,
23430,2,精英黑色恶猪,150,20,,4651,204333339,0,9662274,0,0,180,130,,,
23431,2,精英白色恶猪,150,20,,4631,204493339,0,9669674,0,0,180,130,,,
23432,2,精英黑色恶猪,150,20,,4651,204653339,0,9677074,0,0,180,130,,,
23433,2,白猪王,150,15,,4601,204813339,0,9684474,0,0,240,100,,,
23434,2,精英暗黑战士,150,15,,4501,204973339,0,9691874,0,0,180,150,,,
23435,2,精英沃玛卫士,150,15,,4528,205133339,0,9699274,0,0,180,140,,,
23436,2,精英沃玛勇士,150,15,,4529,205293339,0,9706674,0,0,180,140,,,
23437,2,精英沃玛战将,150,15,,4530,205453339,0,9714074,0,0,180,110,,,
23438,2,精英火焰沃玛,150,15,,4568,205613339,0,9721474,0,0,180,110,,,
23439,2,精英沃玛勇士,150,15,,4688,205773339,0,9728874,0,0,180,120,,,
23440,2,精英沃玛战士,150,15,,4689,205933339,0,9736274,0,0,180,120,,,
23441,2,精英沃玛护卫,150,15,,4527,206093339,0,9743674,0,0,180,130,,,
23442,2,沃玛教主,150,15,,4687,206253339,0,9751074,0,0,220,95,,,
23443,2,精英楔蛾,150,15,,4531,206413339,0,9758474,0,0,140,150,,,
23444,2,精英角蝇,150,15,,4552,206573339,0,9765874,0,0,180,150,,,
23445,2,精英祖玛弓箭手,150,15,,4543,206733339,0,9773274,0,0,180,130,,,
23446,2,精英祖玛雕像,150,15,,4542,206893339,0,9780674,0,0,180,130,,,
23447,2,精英祖玛卫士,150,15,,4544,207053339,0,9788074,0,0,180,150,,,
23448,2,精英大老鼠,150,15,,4554,207213339,0,9795474,0,0,140,150,,,
23449,2,精英祖玛弓箭手,150,15,,4543,207373339,0,9802874,0,0,180,130,,,
23450,2,精英祖玛雕像,150,15,,4542,207533339,0,9810274,0,0,180,130,,,
23451,2,祖玛教主,150,15,,4630,207693339,0,9817674,0,0,240,105,,,
23452,2,精英半兽勇士,150,15,,4503,207853339,0,9825074,0,0,180,140,,,
23453,2,精英天狼蜘蛛,150,15,,4524,208013339,0,9832474,0,0,140,150,,,
23454,2,精英花吻蜘蛛,150,15,,4551,208173339,0,9839874,0,0,140,150,,,
23455,2,精英钢牙蜘蛛,150,15,,4550,208333339,0,9847274,0,0,100,150,,,
23456,2,精英天狼蜘蛛,150,15,,4524,208493339,0,9854674,0,0,140,150,,,
23457,2,精英幻影蜘蛛,150,15,,4567,208653339,0,9862074,0,0,200,100,,,
23458,2,精英黑锷蜘蛛,150,15,,4559,208813339,0,9869474,0,0,180,150,,,
23459,2,精英花吻蜘蛛,150,20,,4551,208973339,0,9876874,0,0,140,150,,,
23460,2,精英花吻蜘蛛,150,20,,4566,209133339,0,9884274,0,0,180,150,,,
23461,2,赤月恶魔,150,20,,4602,209293339,0,9891674,0,0,210,100,,,
23462,2,精英海龟,150,20,,4507,209453339,0,9899074,0,0,140,150,,,
23463,2,精英寄居蟹,150,20,,4119,209613339,0,9906474,0,0,180,150,,,
23464,2,精英金甲蛙,150,20,,4124,209773339,0,9913874,0,0,140,150,,,
23465,2,精英骷髅锤兵,150,20,,4661,209933339,0,9921274,0,0,180,120,,,
23466,2,精英骷髅刀斧手,150,15,,4662,210093339,0,9928674,0,0,180,130,,,
23467,2,精英骷髅弓箭手,150,15,,4663,210253339,0,9936074,0,0,180,120,,,
23468,2,精英恶灵僵尸,150,15,,4504,210413339,0,9943474,0,0,180,125,,,
23469,2,精英恶灵尸王,150,15,,4505,210573339,0,9950874,0,0,180,105,,,
23470,2,精英骷髅长枪兵,150,15,,4579,210733339,0,9958274,0,0,180,125,,,
23471,2,精英骷髅锤兵,150,15,,4661,210893339,0,9965674,0,0,180,120,,,
23472,2,精英骷髅刀斧手,150,15,,4575,211053339,0,9973074,0,0,180,125,,,
23473,2,黄泉教主,150,15,,4537,211213339,0,9980474,0,0,260,100,,3,
23474,2,精英牛魔祭司,150,15,,4680,211373339,0,9987874,0,0,180,110,,,
23475,2,精英牛魔将军,150,15,,4681,211533339,0,9995274,0,0,180,140,,,
23476,2,精英牛魔侍卫,150,15,,4682,211693339,0,10002674,0,0,180,140,,,
23477,2,精英牛魔斗士,150,15,,4678,211853339,0,10010074,0,0,180,140,,,
23478,2,精英牛魔战士,150,15,,4512,212013339,0,10017474,0,0,180,135,,,
23479,2,精英牛魔法师,150,15,,4509,212173339,0,10024874,0,0,180,110,,,
23480,2,精英牛魔祭司,150,15,,4510,212333339,0,10032274,0,0,180,110,,,
23481,2,精英牛魔将军,150,15,,4511,212493339,0,10039674,0,0,180,130,,,
23482,2,牛魔王,150,15,,4683,212653339,0,10047074,0,0,240,125,,,
23483,2,精英骷髅锤兵,150,15,,4661,212813339,0,10054474,0,0,180,120,,,
23484,2,精英骷髅刀斧手,150,15,,4662,212973339,0,10061874,0,0,180,130,,,
23485,2,精英骷髅弓箭手,150,15,,4663,213133339,0,10069274,0,0,180,120,,,
23486,2,精英恶灵僵尸,150,15,,4504,213293339,0,10076674,0,0,180,125,,,
23487,2,精英恶灵尸王,150,15,,4505,213453339,0,10084074,0,0,180,105,,,
23488,2,精英骷髅长枪兵,150,15,,4579,213613339,0,10091474,0,0,180,125,,,
23489,2,精英骷髅锤兵,150,15,,4661,213773339,0,10098874,0,0,180,120,,,
23490,2,精英骷髅刀斧手,150,15,,4575,213933339,0,10106274,0,0,180,125,,,
23491,2,黄泉教主（邪）,150,15,,4656,214093339,0,10113674,0,0,225,100,,3,
23492,2,精英魔龙破甲兵,150,20,,4676,214253339,0,10121074,0,0,180,125,,,
23493,2,精英魔龙射手,150,20,,4677,214413339,0,10128474,0,0,180,130,,,
23494,2,精英魔龙巨蛾,150,20,,4674,214573339,0,10135874,0,0,180,115,,,
23495,2,精英魔龙力士,150,20,,4638,214733339,0,10143274,0,0,180,130,,,
23496,2,精英魔龙战将,150,20,,4593,214893339,0,10150674,0,0,180,130,,,
23497,2,精英魔龙刀兵,150,20,,4587,215053339,0,10158074,0,0,180,115,,,
23498,2,精英魔龙破甲兵,150,20,,4589,215213339,0,10165474,0,0,180,120,,,
23499,2,精英魔龙射手,150,15,,4590,215373339,0,10172874,0,0,180,120,,,
23500,2,魔龙教主,150,15,,4622,215533339,0,10180274,0,0,260,105,,,
23501,2,精英绿魔蜘蛛,150,15,,4704,215693339,0,10187674,0,0,180,70,,,
23502,2,精英披甲龙龟,150,15,,4514,215853339,0,10195074,0,0,180,150,,,
23503,2,精英红魔蜘蛛,150,15,,4703,216013339,0,10202474,0,0,180,70,,,
23504,2,精英绿魔蜘蛛,150,15,,4704,216173339,0,10209874,0,0,180,70,,,
23505,2,精英狂热火蜥蜴,150,15,,4580,216333339,0,10217274,0,0,180,150,,,
23506,2,精英金杖蜘蛛,150,15,,4570,216493339,0,10224674,0,0,210,110,,,
23507,2,精英巨镰蜘蛛,150,15,,4571,216653339,0,10232074,0,0,210,110,,,
23508,2,精英圣殿卫士,150,15,,4519,216813339,0,10239474,0,0,180,120,,,
23509,2,火龙王,150,15,,4606,216973339,0,10246874,0,0,300,80,,,
23510,2,精英赤狐,150,15,,4553,217133339,0,10254274,0,0,180,135,,,
23511,2,精英狐月虎虫,150,15,,4564,217293339,0,10261674,0,0,140,150,,,
23512,2,火尾黑狐王,150,15,,4607,217453339,0,10269074,0,0,160,120,,,
23513,2,精英素狐,150,15,,4523,217613339,0,10276474,0,0,180,135,,,
23514,2,精英赤狐,150,15,,4553,217773339,0,10283874,0,0,180,135,,,
23515,2,金爪赤狐王,150,15,,4608,217933339,0,10291274,0,0,160,120,,3,
23516,2,精英狐月虎虫,150,15,,4564,218093339,0,10298674,0,0,140,150,,,
23517,2,精英狐月角虫,150,15,,4565,218253339,0,10306074,0,0,140,150,,,
23518,2,玉面素狐王,150,15,,4628,218413339,0,10313474,0,0,230,130,,3,
23519,2,精英骨虾,150,15,,4117,218573339,0,10320874,0,0,180,125,,,
23520,2,精英龙虾守卫,150,15,,4583,218733339,0,10328274,0,0,180,95,,,
23521,2,寒荒海兽,150,15,,4604,218893339,0,10335674,0,0,260,100,,,
23522,2,精英海龟,150,15,,4507,219053339,0,10343074,0,0,140,150,,,
23523,2,精英龙虾守卫,150,15,,4583,219213339,0,10350474,0,0,180,95,,,
23524,2,深海巨魔,150,15,,4624,219373339,0,10357874,0,0,260,100,,,
23525,2,精英寄居蟹,150,20,,4119,219533339,0,10365274,0,0,180,150,,,
23526,2,精英金甲蛙,150,20,,4124,219693339,0,10372674,0,0,140,150,,,
23527,2,战舰龙王,150,20,,4118,219853339,0,10380074,0,0,260,100,,,
23528,2,精英绿魔蜘蛛,150,20,,4704,220013339,0,10387474,0,0,180,70,,,
23529,2,精英披甲龙龟,150,20,,4514,220173339,0,10394874,0,0,180,150,,,
23530,2,精英红魔蜘蛛,150,20,,4703,220333339,0,10402274,0,0,180,70,,,
23531,2,精英绿魔蜘蛛,150,20,,4704,220493339,0,10409674,0,0,180,70,,,
23532,2,精英狂热火蜥蜴,150,15,,4580,220653339,0,10417074,0,0,180,150,,,
23533,2,精英金杖蜘蛛,150,15,,4570,220813339,0,10424474,0,0,210,110,,,
23534,2,精英巨镰蜘蛛,150,15,,4571,220973339,0,10431874,0,0,210,110,,,
23535,2,精英圣殿卫士,150,15,,4519,221133339,0,10439274,0,0,180,120,,,
23536,2,雷炎蛛王,150,15,,4610,221293339,0,10446674,0,0,225,100,,,
23537,2,精英雪域卫士,150,15,,4538,221453339,0,10454074,0,0,190,140,,,
23538,2,精英雪域战将,150,15,,4539,221613339,0,10461474,0,0,190,140,,,
23539,2,精英雪域力士,150,15,,4535,221773339,0,10468874,0,0,190,120,,,
23540,2,精英雪域侍卫,150,15,,4536,221933339,0,10476274,0,0,190,140,,,
23541,2,精英雪域天将,150,15,,4537,222093339,0,10483674,0,0,190,140,,,
23542,2,精英雪域力士,150,15,,4690,222253339,0,10491074,0,0,190,140,,,
23543,2,精英雪域卫士,150,15,,4538,222413339,0,10498474,0,0,190,140,,,
23544,2,精英雪域战将,150,15,,4539,222573339,0,10505874,0,0,190,140,,,
23545,2,凛冬教主,150,15,,4612,222733339,0,10513274,0,0,280,110,,,
23546,2,精英红蛇妖,150,15,,4563,222893339,0,10520674,0,0,180,120,,,
23547,2,精英三头蛇王,150,15,,4517,223053339,0,10528074,0,0,180,120,,,
23548,2,精英魔化蝎蛇,150,15,,4585,223213339,0,10535474,0,0,180,120,,,
23549,2,精英白蛇妖,150,15,,4547,223373339,0,10542874,0,0,190,120,,,
23550,2,精英魔化蝎蛇,150,15,,4585,223533339,0,10550274,0,0,180,120,,,
23551,2,精英三头蛇王,150,15,,4517,223693339,0,10557674,0,0,180,120,,,
23552,2,精英 千年树妖,150,15,,4515,223853339,0,10565074,0,0,380,100,,,
23553,2,精英红蛇妖,150,15,,4563,224013339,0,10572474,0,0,180,120,,,
23554,2,魔化巫妖王,150,15,,4614,224173339,0,10579874,0,0,400,100,,,
23555,2,精英雪域卫士,150,15,,4538,224333339,0,10587274,0,0,190,140,,,
23556,2,精英雪域战将,150,15,,4539,224493339,0,10594674,0,0,190,140,,,
23557,2,精英雪域力士,150,15,,4535,224653339,0,10602074,0,0,190,120,,,
23558,2,精英雪域侍卫,150,20,,4536,224813339,0,10609474,0,0,190,140,,,
23559,2,精英雪域天将,150,20,,4537,224973339,0,10616874,0,0,190,140,,,
23560,2,精英雪域力士,150,20,,4690,225133339,0,10624274,0,0,190,140,,,
23561,2,精英雪域卫士,150,20,,4538,225293339,0,10631674,0,0,190,140,,,
23562,2,精英雪域战将,150,20,,4539,225453339,0,10639074,0,0,190,140,,,
23563,2,雪域魔王,150,20,,4691,225613339,0,10646474,0,0,245,120,,,
23564,2,精英恶魔弓箭手,150,20,,4557,225773339,0,10653874,0,0,140,120,,,
23565,2,精英恶魔弓箭手,150,15,,4557,225933339,0,10661274,0,0,140,120,,,
23566,2,精英恶魔弓箭手,150,15,,4557,226093339,0,10668674,0,0,140,120,,,
23567,2,精英魔神修罗,150,15,,4594,226253339,0,10676074,0,0,220,120,,,
23568,2,精英暗影修罗,150,15,,4502,226413339,0,10683474,0,0,190,120,,,
23569,2,精英黑袍修罗,150,15,,4560,226573339,0,10690874,0,0,190,120,,,
23570,2,精英魔神修罗,150,15,,4594,226733339,0,10698274,0,0,220,120,,,
23571,2,精英虹魔猪卫,150,15,,4655,226893339,0,10705674,0,0,180,130,,,
23572,2,阿修罗神,150,15,,4619,227053339,0,10713074,0,0,280,110,,3,
23573,2,鹿王,150,15,,4584,227213339,0,10720474,0,0,180,150,,,
23574,2,精英稻草人,150,15,,4645,227373339,0,10727874,0,0,180,150,,,
23575,2,精英多钩猫,150,15,,4648,227533339,0,10735274,0,0,180,150,,,
23576,2,精英半兽战士,150,15,,4549,227693339,0,10742674,0,0,180,150,,,
23577,2,精英洞蛆,150,15,,4633,227853339,0,10750074,0,0,80,200,,,
23578,2,精英骷髅,150,15,,4660,228013339,0,10757474,0,0,180,150,,,
23579,2,精英掷斧骷髅,150,15,,4696,228173339,0,10764874,0,0,180,150,,,
23580,2,精英掷斧骷髅,150,15,,4696,228333339,0,10772274,0,0,180,150,,,
23581,2,精英骷髅战士,150,15,,4666,228493339,0,10779674,0,0,180,140,,,
23582,2,精英骷髅战将,150,15,,4665,228653339,0,10787074,0,0,180,130,,,
23583,2,精英森林雪人,150,15,,4685,228813339,0,10794474,0,0,180,120,,,
23584,2,精英食人花,150,15,,4520,228973339,0,10801874,0,0,180,120,,,
23585,2,半兽勇士,150,15,,4503,229133339,0,10809274,0,0,180,140,,,
23586,2,精英掷斧骷髅,150,15,,4696,229293339,0,10816674,0,0,180,150,,,
23587,2,精英骷髅战士,150,15,,4666,229453339,0,10824074,0,0,180,140,,,
23588,2,骷髅精灵,150,15,,4664,229613339,0,10831474,0,0,220,170,,,
23589,2,精英僧侣僵尸,150,15,,4639,229773339,0,10838874,0,0,180,140,,,
23590,2,精英爬行僵尸,150,15,,4705,229933339,0,10846274,0,0,180,130,,,
23591,2,精英爬行僵尸,150,20,,4705,230093339,0,10853674,0,0,180,130,,,
23592,2,精英僧侣僵尸,150,20,,4639,230253339,0,10861074,0,0,180,140,,,
23593,2,精英爬行僵尸,150,20,,4705,230413339,0,10868474,0,0,180,130,,,
23594,2,精英爬行僵尸,150,20,,4705,230573339,0,10875874,0,0,180,130,,,
23595,2,精英僧侣僵尸,150,20,,4639,230733339,0,10883274,0,0,180,140,,,
23596,2,精英爬行僵尸,150,20,,4705,230893339,0,10890674,0,0,180,130,,,
23597,2,尸王,150,20,,4625,231053339,0,10898074,0,0,220,110,,,
23598,2,精英威思而小虫,150,15,,4526,231213339,0,10905474,0,0,120,200,,,
23599,2,精英狼,150,15,,4500,231373339,0,10912874,0,0,120,150,,,
23600,2,精英巨型多角虫,150,15,,4637,231533339,0,10920274,0,0,140,120,,,
23601,2,精英巨型蠕虫,150,15,,4572,231693339,0,10927674,0,0,140,150,,,
23602,2,精英跳跳蜂,150,15,,4525,231853339,0,10935074,0,0,140,150,,,
23603,2,精英钳虫,150,15,,4516,232013339,0,10942474,0,0,180,130,,,
23604,2,精英跳跳蜂,150,15,,4525,232173339,0,10949874,0,0,140,150,,,
23605,2,精英钳虫,150,15,,4516,232333339,0,10957274,0,0,180,130,,,
23606,2,精英邪恶钳虫,150,15,,4534,232493339,0,10964674,0,0,180,135,,,
23607,2,精英钳虫,150,15,,4516,232653339,0,10972074,0,0,180,130,,,
23608,2,精英邪恶钳虫,150,15,,4534,232813339,0,10979474,0,0,180,135,,,
23609,2,触龙神,150,15,,4603,232973339,0,10986874,0,0,240,95,,,
23610,2,精英威思而小虫,150,15,,4526,233133339,0,10994274,0,0,120,200,,,
23611,2,精英狼,150,15,,4500,233293339,0,11001674,0,0,120,150,,,
23612,2,精英巨型多角虫,150,15,,4637,233453339,0,11009074,0,0,140,120,,,
23613,2,精英红色恶猪,150,15,,4652,233613339,0,11016474,0,0,180,130,,,
23614,2,精英黑色恶猪,150,15,,4651,233773339,0,11023874,0,0,180,130,,,
23615,2,精英蝎蛇,150,15,,4518,233933339,0,11031274,0,0,140,150,,,
23616,2,精英黑色恶蛆,150,15,,4636,234093339,0,11038674,0,0,120,150,,,
23617,2,精英蝎蛇,150,15,,4518,234253339,0,11046074,0,0,140,150,,,
23618,2,精英黑色恶猪,150,15,,4651,234413339,0,11053474,0,0,180,130,,,
23619,2,精英白色恶猪,150,15,,4631,234573339,0,11060874,0,0,180,130,,,
23620,2,精英黑色恶猪,150,15,,4651,234733339,0,11068274,0,0,180,130,,,
23621,2,白猪王,150,15,,4601,234893339,0,11075674,0,0,240,100,,,
23622,2,精英暗黑战士,150,15,,4501,235053339,0,11083074,0,0,180,150,,,
23623,2,精英沃玛卫士,150,15,,4528,235213339,0,11090474,0,0,180,140,,,
23624,2,精英沃玛勇士,150,20,,4529,235373339,0,11097874,0,0,180,140,,,
23625,2,精英沃玛战将,150,20,,4530,235533339,0,11105274,0,0,180,110,,,
23626,2,精英火焰沃玛,150,20,,4568,235693339,0,11112674,0,0,180,110,,,
23627,2,精英沃玛勇士,150,20,,4688,235853339,0,11120074,0,0,180,120,,,
23628,2,精英沃玛战士,150,20,,4689,236013339,0,11127474,0,0,180,120,,,
23629,2,精英沃玛护卫,150,20,,4527,236173339,0,11134874,0,0,180,130,,,
23630,2,沃玛教主,150,20,,4687,236333339,0,11142274,0,0,220,95,,,
23631,2,精英楔蛾,150,15,,4531,236493339,0,11149674,0,0,140,150,,,
23632,2,精英角蝇,150,15,,4552,236653339,0,11157074,0,0,180,150,,,
23633,2,精英祖玛弓箭手,150,15,,4543,236813339,0,11164474,0,0,180,130,,,
23634,2,精英祖玛雕像,150,15,,4542,236973339,0,11171874,0,0,180,130,,,
23635,2,精英祖玛卫士,150,15,,4544,237133339,0,11179274,0,0,180,150,,,
23636,2,精英大老鼠,150,15,,4554,237293339,0,11186674,0,0,140,150,,,
23637,2,精英祖玛弓箭手,150,15,,4543,237453339,0,11194074,0,0,180,130,,,
23638,2,精英祖玛雕像,150,15,,4542,237613339,0,11201474,0,0,180,130,,,
23639,2,祖玛教主,150,15,,4630,237773339,0,11208874,0,0,240,105,,,
23640,2,精英半兽勇士,150,15,,4503,237933339,0,11216274,0,0,180,140,,,
23641,2,精英天狼蜘蛛,150,15,,4524,238093339,0,11223674,0,0,140,150,,,
23642,2,精英花吻蜘蛛,150,15,,4551,238253339,0,11231074,0,0,140,150,,,
23643,2,精英钢牙蜘蛛,150,15,,4550,238413339,0,11238474,0,0,100,150,,,
23644,2,精英天狼蜘蛛,150,15,,4524,238573339,0,11245874,0,0,140,150,,,
23645,2,精英幻影蜘蛛,150,15,,4567,238733339,0,11253274,0,0,200,100,,,
23646,2,精英黑锷蜘蛛,150,15,,4559,238893339,0,11260674,0,0,180,150,,,
23647,2,精英花吻蜘蛛,150,15,,4551,239053339,0,11268074,0,0,140,150,,,
23648,2,精英花吻蜘蛛,150,15,,4566,239213339,0,11275474,0,0,180,150,,,
23649,2,赤月恶魔,150,15,,4602,239373339,0,11282874,0,0,210,100,,,
23650,2,精英海龟,150,15,,4507,239533339,0,11290274,0,0,140,150,,,
23651,2,精英寄居蟹,150,15,,4119,239693339,0,11297674,0,0,180,150,,,
23652,2,精英金甲蛙,150,15,,4124,239853339,0,11305074,0,0,140,150,,,
23653,2,精英骷髅锤兵,150,15,,4661,240013339,0,11312474,0,0,180,120,,,
23654,2,精英骷髅刀斧手,150,15,,4662,240173339,0,11319874,0,0,180,130,,,
23655,2,精英骷髅弓箭手,150,15,,4663,240333339,0,11327274,0,0,180,120,,,
23656,2,精英恶灵僵尸,150,15,,4504,240493339,0,11334674,0,0,180,125,,,
23657,2,精英恶灵尸王,150,20,,4505,240653339,0,11342074,0,0,180,105,,,
23658,2,精英骷髅长枪兵,150,20,,4579,240813339,0,11349474,0,0,180,125,,,
23659,2,精英骷髅锤兵,150,20,,4661,240973339,0,11356874,0,0,180,120,,,
23660,2,精英骷髅刀斧手,150,20,,4575,241133339,0,11364274,0,0,180,125,,,
23661,2,黄泉教主,150,20,,4537,241293339,0,11371674,0,0,260,100,,3,
23662,2,精英牛魔祭司,150,20,,4680,241453339,0,11379074,0,0,180,110,,,
23663,2,精英牛魔将军,150,20,,4681,241613339,0,11386474,0,0,180,140,,,
23664,2,精英牛魔侍卫,150,15,,4682,241773339,0,11393874,0,0,180,140,,,
23665,2,精英牛魔斗士,150,15,,4678,241933339,0,11401274,0,0,180,140,,,
23666,2,精英牛魔战士,150,15,,4512,242093339,0,11408674,0,0,180,135,,,
23667,2,精英牛魔法师,150,15,,4509,242253339,0,11416074,0,0,180,110,,,
23668,2,精英牛魔祭司,150,15,,4510,242413339,0,11423474,0,0,180,110,,,
23669,2,精英牛魔将军,150,15,,4511,242573339,0,11430874,0,0,180,130,,,
23670,2,牛魔王,150,15,,4683,242733339,0,11438274,0,0,240,125,,,
23671,2,精英骷髅锤兵,150,15,,4661,242893339,0,11445674,0,0,180,120,,,
23672,2,精英骷髅刀斧手,150,15,,4662,243053339,0,11453074,0,0,180,130,,,
23673,2,精英骷髅弓箭手,150,15,,4663,243213339,0,11460474,0,0,180,120,,,
23674,2,精英恶灵僵尸,150,15,,4504,243373339,0,11467874,0,0,180,125,,,
23675,2,精英恶灵尸王,150,15,,4505,243533339,0,11475274,0,0,180,105,,,
23676,2,精英骷髅长枪兵,150,15,,4579,243693339,0,11482674,0,0,180,125,,,
23677,2,精英骷髅锤兵,150,15,,4661,243853339,0,11490074,0,0,180,120,,,
23678,2,精英骷髅刀斧手,150,15,,4575,244013339,0,11497474,0,0,180,125,,,
23679,2,黄泉教主（邪）,150,15,,4656,244173339,0,11504874,0,0,225,100,,3,
23680,2,精英魔龙破甲兵,150,15,,4676,244333339,0,11512274,0,0,180,125,,,
23681,2,精英魔龙射手,150,15,,4677,244493339,0,11519674,0,0,180,130,,,
23682,2,精英魔龙巨蛾,150,15,,4674,244653339,0,11527074,0,0,180,115,,,
23683,2,精英魔龙力士,150,15,,4638,244813339,0,11534474,0,0,180,130,,,
23684,2,精英魔龙战将,150,15,,4593,244973339,0,11541874,0,0,180,130,,,
23685,2,精英魔龙刀兵,150,15,,4587,245133339,0,11549274,0,0,180,115,,,
23686,2,精英魔龙破甲兵,150,15,,4589,245293339,0,11556674,0,0,180,120,,,
23687,2,精英魔龙射手,150,15,,4590,245453339,0,11564074,0,0,180,120,,,
23688,2,魔龙教主,150,15,,4622,245613339,0,11571474,0,0,260,105,,,
23689,2,精英绿魔蜘蛛,150,15,,4704,245773339,0,11578874,0,0,180,70,,,
23690,2,精英披甲龙龟,150,20,,4514,245933339,0,11586274,0,0,180,150,,,
23691,2,精英红魔蜘蛛,150,20,,4703,246093339,0,11593674,0,0,180,70,,,
23692,2,精英绿魔蜘蛛,150,20,,4704,246253339,0,11601074,0,0,180,70,,,
23693,2,精英狂热火蜥蜴,150,20,,4580,246413339,0,11608474,0,0,180,150,,,
23694,2,精英金杖蜘蛛,150,20,,4570,246573339,0,11615874,0,0,210,110,,,
23695,2,精英巨镰蜘蛛,150,20,,4571,246733339,0,11623274,0,0,210,110,,,
23696,2,精英圣殿卫士,150,20,,4519,246893339,0,11630674,0,0,180,120,,,
23697,2,火龙王,150,15,,4606,247053339,0,11638074,0,0,300,80,,,
23698,2,精英赤狐,150,15,,4553,247213339,0,11645474,0,0,180,135,,,
23699,2,精英狐月虎虫,150,15,,4564,247373339,0,11652874,0,0,140,150,,,
23700,2,火尾黑狐王,150,15,,4607,247533339,0,11660274,0,0,160,120,,,
23701,2,精英素狐,150,15,,4523,247693339,0,11667674,0,0,180,135,,,
23702,2,精英赤狐,150,15,,4553,247853339,0,11675074,0,0,180,135,,,
23703,2,金爪赤狐王,150,15,,4608,248013339,0,11682474,0,0,160,120,,3,
